id_reserva,id_unidade,id_tipo_quarto,id_cliente,id_canal,data_checkin,data_checkout,qtd_diarias,num_hospedes,avaliacao_hospede,status_reserva,forma_pagamento,avaliado_sim_nao
2166,4,4,296,4,2023-11-13,2023-11-18,5.0,1.0,9,Confirmada,PIX,Sim
2167,10,3,280,4,2024-04-17,2024-04-23,6.0,3.0,3,Confirmada,Transferência,Sim
2168,11,2,241,2,2023-10-23,2023-10-29,6.0,2.0,99,Confirmada,PIX,Não
2169,12,1,29,4,2024-07-28,2024-08-01,4.0,1.0,9,Confirmada,PIX,Sim
2170,1,4,250,2,2023-06-03,2023-06-07,4.0,4.0,99,No-show,PIX,Não
2171,5,1,42,4,2024-06-15,2024-06-17,2.0,2.0,1,Confirmada,Dinheiro,Sim
2172,12,3,278,3,2023-10-07,2023-10-11,4.0,2.0,6,Confirmada,Dinheiro,Sim
2173,6,1,50,1,2023-11-17,2023-11-18,1.0,1.0,99,Confirmada,Cartão de Débito,Não
2174,2,2,64,1,2023-05-19,2023-05-23,4.0,1.0,7,No-show,Cartão de Débito,Sim
2175,7,3,122,1,2023-06-22,2023-06-29,7.0,2.0,6,Concluída,Cartão de Crédito,Sim
2176,7,1,148,3,2024-02-24,2024-02-27,3.0,1.0,10,Confirmada,Cartão de Débito,Sim
2177,5,2,92,1,2024-05-11,2024-05-12,1.0,1.0,2,Confirmada,Cartão de Débito,Sim
2178,4,3,3,1,2023-05-03,2023-05-04,1.0,3.0,10,Confirmada,Transferência,Sim
2179,1,1,71,1,2023-09-04,2023-09-09,5.0,2.0,7,Confirmada,Cartão de Débito,Sim
2180,2,4,64,0,2023-04-21,2023-04-22,1.0,1.0,8,Confirmada,Cartão de Crédito,Sim
2181,7,2,245,1,2023-10-14,2023-10-16,2.0,1.0,8,Confirmada,PIX,Sim
2182,3,1,128,3,2024-01-15,2024-01-17,2.0,1.0,2,Confirmada,Cartão de Débito,Sim
2183,5,1,225,4,2023-10-15,2023-10-17,2.0,2.0,2,Confirmada,Dinheiro,Sim
2184,7,2,48,2,2023-04-10,2023-04-11,1.0,2.0,99,Confirmada,Cartão de Débito,Não
2185,8,3,206,2,2023-03-08,2023-03-15,7.0,3.0,10,Confirmada,Cartão de Crédito,Sim
2186,1,4,199,3,2023-03-05,2023-03-07,2.0,1.0,10,Confirmada,Cartão de Crédito,Sim
2187,5,2,260,2,2024-06-15,2024-06-17,2.0,2.0,3,Confirmada,Transferência,Sim
2188,4,4,13,0,2023-05-07,2023-05-08,1.0,3.0,99,No-show,Cartão de Débito,Não
2189,4,3,299,2,2023-10-22,2023-10-23,1.0,3.0,10,Confirmada,Cartão de Crédito,Sim
2190,3,2,215,3,2023-07-15,2023-07-17,2.0,2.0,1,Confirmada,Transferência,Sim
2191,3,2,104,1,2024-01-15,2024-01-17,2.0,2.0,1,Confirmada,PIX,Sim
2192,9,5,250,2,2024-01-11,2024-01-17,6.0,2.0,99,Confirmada,Transferência,Não
2193,6,3,40,2,2023-05-01,2023-05-07,6.0,2.0,7,Confirmada,Cartão de Débito,Sim
2194,6,3,224,4,2023-05-24,2023-05-25,1.0,2.0,10,Confirmada,Transferência,Sim
2195,2,1,69,1,2023-08-05,2023-08-11,6.0,2.0,8,Cancelada,Cartão de Débito,Sim
2196,12,1,140,4,2023-11-17,2023-11-23,6.0,2.0,8,Cancelada,Transferência,Sim
2197,11,3,76,4,2024-09-19,2024-09-22,3.0,3.0,6,Confirmada,Cartão de Débito,Sim
2198,5,1,169,1,2024-06-15,2024-06-17,2.0,1.0,2,Confirmada,Cartão de Crédito,Sim
2199,12,2,119,1,2024-01-13,2024-01-17,4.0,2.0,99,Confirmada,Cartão de Débito,Não
2200,10,2,117,3,2023-03-10,2023-03-13,3.0,2.0,7,Cancelada,PIX,Sim
2201,7,2,195,4,2024-07-03,2024-07-10,7.0,1.0,99,Confirmada,PIX,Não
2202,3,3,56,2,2024-03-09,2024-03-10,1.0,3.0,4,Cancelada,Cartão de Crédito,Sim
2203,6,3,243,2,2024-03-14,2024-03-19,5.0,3.0,9,Concluída,PIX,Sim
2204,5,1,37,2,2024-06-15,2024-06-17,2.0,1.0,1,Confirmada,Dinheiro,Sim
2205,4,4,170,1,2024-06-14,2024-06-18,4.0,3.0,6,Confirmada,Dinheiro,Sim
2206,3,1,116,3,2024-01-15,2024-01-17,2.0,1.0,3,Confirmada,PIX,Sim
2207,8,3,294,3,2023-01-21,2023-01-27,6.0,3.0,10,Confirmada,PIX,Sim
2208,7,2,175,4,2024-08-12,2024-08-19,7.0,1.0,7,Confirmada,Cartão de Crédito,Sim
2209,9,1,89,3,2024-01-09,2024-01-16,7.0,1.0,10,Confirmada,Cartão de Crédito,Sim
2210,3,2,240,2,2023-07-15,2023-07-17,2.0,2.0,0,Confirmada,Cartão de Crédito,Sim
2211,9,4,261,2,2023-04-02,2023-04-04,2.0,4.0,6,Confirmada,Cartão de Crédito,Sim
2212,5,1,42,1,2024-06-15,2024-06-17,2.0,2.0,3,Confirmada,PIX,Sim
2213,8,1,259,2,2023-07-24,2023-07-25,1.0,2.0,6,Confirmada,Cartão de Crédito,Sim
2214,5,2,165,1,2023-10-15,2023-10-17,2.0,1.0,2,Confirmada,PIX,Sim
2215,10,2,190,1,2024-04-11,2024-04-17,6.0,1.0,7,Confirmada,Dinheiro,Sim
2216,1,3,110,1,2023-12-27,2023-12-30,3.0,2.0,9,Cancelada,Transferência,Sim
2217,10,3,116,4,2024-04-04,2024-04-07,3.0,2.0,6,Confirmada,Cartão de Débito,Sim
2218,6,5,195,3,2024-05-14,2024-05-21,7.0,1.0,99,Cancelada,Dinheiro,Não
2219,5,2,2,2,2024-06-15,2024-06-17,2.0,1.0,3,Confirmada,Cartão de Crédito,Sim
2220,6,5,79,4,2024-08-05,2024-08-06,1.0,3.0,8,Confirmada,Dinheiro,Sim
2221,11,3,147,2,2023-06-20,2023-06-26,6.0,3.0,6,Confirmada,PIX,Sim
2222,11,2,41,2,2023-01-10,2023-01-15,5.0,1.0,7,Confirmada,PIX,Sim
2223,3,2,235,4,2023-07-15,2023-07-17,2.0,2.0,1,Confirmada,Cartão de Crédito,Sim
2224,1,3,85,1,2024-01-21,2024-01-23,2.0,2.0,9,No-show,Dinheiro,Sim
2225,5,1,1,4,2023-10-15,2023-10-17,2.0,2.0,1,Confirmada,PIX,Sim
2226,2,4,219,2,2024-09-17,2024-09-19,2.0,1.0,99,Confirmada,Cartão de Débito,Não
2227,1,3,268,2,2023-09-28,2023-09-30,2.0,2.0,6,Confirmada,Cartão de Débito,Sim
2228,9,2,121,1,2023-07-18,2023-07-23,5.0,1.0,6,Confirmada,Transferência,Sim
2229,9,3,217,1,2024-08-12,2024-08-18,6.0,3.0,6,Cancelada,Dinheiro,Sim
2230,10,3,22,2,2023-12-15,2023-12-16,1.0,1.0,9,Confirmada,Cartão de Débito,Sim
2231,4,1,101,3,2024-09-30,2024-10-05,5.0,1.0,9,Confirmada,Cartão de Crédito,Sim
2232,4,3,255,1,2023-04-26,2023-04-29,3.0,1.0,99,Confirmada,PIX,Não
2233,10,2,249,1,2023-10-31,2023-11-01,1.0,1.0,99,Confirmada,Transferência,Não
2234,12,4,137,4,2023-11-07,2023-11-08,1.0,2.0,6,Confirmada,Transferência,Sim
2235,3,2,287,3,2023-07-15,2023-07-17,2.0,1.0,3,Confirmada,Dinheiro,Sim
2236,3,1,236,2,2023-10-14,2023-10-16,2.0,2.0,4,Confirmada,Cartão de Débito,Sim
2237,7,3,96,1,2023-05-13,2023-05-16,3.0,3.0,99,Confirmada,Dinheiro,Não
2238,10,5,208,2,2024-08-22,2024-08-23,1.0,2.0,7,Confirmada,Dinheiro,Sim
2239,12,4,217,4,2023-06-17,2023-06-24,7.0,3.0,9,Cancelada,Dinheiro,Sim
2240,5,2,80,2,2023-10-15,2023-10-17,2.0,2.0,1,Confirmada,PIX,Sim
2241,3,1,203,1,2023-04-09,2023-04-12,3.0,1.0,3,Cancelada,Transferência,Sim
2242,8,3,5,4,2023-03-31,2023-04-02,2.0,2.0,9,Confirmada,Cartão de Débito,Sim
2243,12,5,90,2,2023-03-19,2023-03-25,6.0,1.0,8,Confirmada,Transferência,Sim
2244,6,1,62,1,2023-11-26,2023-11-29,3.0,1.0,99,Confirmada,Transferência,Não
2245,5,2,37,1,2024-06-15,2024-06-17,2.0,2.0,1,Confirmada,Cartão de Débito,Sim
2246,4,3,181,1,2023-05-26,2023-05-27,1.0,1.0,8,No-show,Cartão de Crédito,Sim
2247,3,2,231,2,2024-01-15,2024-01-17,2.0,2.0,3,Confirmada,Dinheiro,Sim
2248,11,3,280,4,2024-08-30,2024-09-03,4.0,3.0,10,Confirmada,Transferência,Sim
2249,2,1,193,1,2023-11-30,2023-12-04,4.0,2.0,6,Confirmada,Cartão de Débito,Sim
2250,10,3,87,2,2024-12-28,2025-01-04,7.0,1.0,99,Confirmada,Transferência,Não
2251,9,1,1,1,2023-11-02,2023-11-03,1.0,2.0,10,Confirmada,Cartão de Débito,Sim
2252,3,1,285,3,2023-07-15,2023-07-17,2.0,1.0,1,Confirmada,Dinheiro,Sim
2253,12,3,120,2,2023-09-26,2023-09-29,3.0,3.0,10,Cancelada,Cartão de Crédito,Sim
2254,11,5,177,3,2024-02-03,2024-02-04,1.0,3.0,9,Cancelada,Cartão de Crédito,Sim
2255,4,3,115,2,2023-03-04,2023-03-05,1.0,3.0,7,Confirmada,Cartão de Débito,Sim
2256,5,2,40,3,2023-10-15,2023-10-17,2.0,1.0,3,Confirmada,Cartão de Débito,Sim
2257,11,1,183,2,2023-10-25,2023-10-27,2.0,1.0,7,Confirmada,Dinheiro,Sim
2258,4,1,12,4,2024-12-18,2024-12-24,6.0,1.0,9,Confirmada,Cartão de Débito,Sim
2259,11,5,166,3,2023-05-01,2023-05-03,2.0,4.0,10,Cancelada,Cartão de Débito,Sim
2260,10,3,299,3,2023-11-11,2023-11-15,4.0,2.0,8,Confirmada,Dinheiro,Sim
2261,1,3,63,1,2024-11-12,2024-11-14,2.0,2.0,7,Confirmada,Transferência,Sim
2262,9,3,275,2,2023-04-19,2023-04-24,5.0,3.0,6,Confirmada,PIX,Sim
2263,12,4,181,4,2024-05-18,2024-05-23,5.0,2.0,99,Cancelada,Cartão de Débito,Não
2264,9,2,117,2,2023-05-11,2023-05-17,6.0,1.0,7,Confirmada,Dinheiro,Sim
2265,5,2,172,4,2024-06-15,2024-06-17,2.0,2.0,2,Confirmada,Cartão de Débito,Sim
2266,4,3,32,1,2024-04-27,2024-04-30,3.0,2.0,8,No-show,PIX,Sim
2267,11,3,158,1,2024-06-12,2024-06-15,3.0,1.0,10,Confirmada,Cartão de Crédito,Sim
2268,2,4,161,3,2023-07-01,2023-07-05,4.0,3.0,7,Confirmada,Dinheiro,Sim
2269,7,1,21,1,2024-02-19,2024-02-24,5.0,1.0,99,Confirmada,Dinheiro,Não
2270,4,2,253,1,2023-11-05,2023-11-08,3.0,1.0,8,Confirmada,Dinheiro,Sim
2271,3,1,42,3,2023-07-15,2023-07-17,2.0,1.0,1,Confirmada,Cartão de Débito,Sim
2272,11,2,205,2,2024-01-14,2024-01-16,2.0,1.0,10,Cancelada,Dinheiro,Sim
2273,2,5,219,1,2024-07-29,2024-07-31,2.0,3.0,6,Cancelada,Cartão de Crédito,Sim
2274,2,3,84,0,2024-08-18,2024-08-22,4.0,3.0,6,Confirmada,PIX,Sim
2275,5,1,97,2,2023-06-10,2023-06-11,1.0,2.0,1,Confirmada,Dinheiro,Sim
2276,3,1,232,2,2024-02-21,2024-02-23,2.0,1.0,2,No-show,Transferência,Sim
2277,1,4,144,2,2024-07-08,2024-07-09,1.0,3.0,10,No-show,Transferência,Sim
2278,2,1,15,1,2023-09-18,2023-09-25,7.0,2.0,6,Confirmada,Transferência,Sim
2279,6,2,22,2,2023-08-15,2023-08-20,5.0,2.0,10,Confirmada,Dinheiro,Sim
2280,9,2,206,4,2023-02-13,2023-02-20,7.0,2.0,10,Confirmada,Dinheiro,Sim
2281,10,2,168,1,2023-04-07,2023-04-10,3.0,2.0,8,Confirmada,Cartão de Débito,Sim
2282,10,3,70,4,2024-10-12,2024-10-19,7.0,3.0,9,Confirmada,Cartão de Débito,Sim
2283,10,4,165,3,2023-02-07,2023-02-12,5.0,3.0,8,Confirmada,Cartão de Crédito,Sim
2284,5,2,28,4,2024-06-15,2024-06-17,2.0,2.0,1,Confirmada,Cartão de Débito,Sim
2285,7,5,79,2,2024-10-04,2024-10-10,6.0,4.0,7,No-show,Dinheiro,Sim
2286,10,3,261,2,2023-05-19,2023-05-21,2.0,2.0,8,Cancelada,Dinheiro,Sim
2287,10,1,131,2,2024-10-26,2024-10-30,4.0,2.0,99,Confirmada,Cartão de Débito,Não
2288,6,2,92,1,2024-12-30,2025-01-06,7.0,1.0,10,Confirmada,Transferência,Sim
2289,10,3,71,1,2023-06-09,2023-06-13,4.0,2.0,6,Confirmada,Cartão de Crédito,Sim
2290,3,1,159,2,2024-01-15,2024-01-17,2.0,2.0,3,Confirmada,Dinheiro,Sim
2291,4,4,1,2,2024-11-22,2024-11-28,6.0,3.0,6,Cancelada,Cartão de Crédito,Sim
2292,1,2,289,2,2023-08-31,2023-09-05,5.0,2.0,6,Cancelada,Cartão de Débito,Sim
2293,12,1,194,2,2023-04-01,2023-04-08,7.0,1.0,7,Confirmada,Cartão de Débito,Sim
2294,5,2,78,2,2023-07-14,2023-07-17,3.0,1.0,4,No-show,Dinheiro,Sim
2295,10,4,283,4,2023-12-25,2023-12-26,1.0,3.0,9,Confirmada,Cartão de Débito,Sim
2296,8,3,71,1,2023-10-31,2023-11-04,4.0,1.0,10,Confirmada,Dinheiro,Sim
2297,5,2,206,2,2023-10-15,2023-10-17,2.0,2.0,1,Confirmada,Cartão de Crédito,Sim
2298,9,1,239,1,2024-10-20,2024-10-21,1.0,2.0,99,Confirmada,Transferência,Não
2299,11,1,108,1,2023-09-10,2023-09-13,3.0,1.0,8,Confirmada,Cartão de Crédito,Sim
2300,7,2,53,1,2023-06-25,2023-06-27,2.0,1.0,6,Confirmada,Cartão de Débito,Sim
2301,5,2,4,4,2023-10-15,2023-10-17,2.0,1.0,1,Confirmada,PIX,Sim
2302,10,3,286,1,2024-07-09,2024-07-13,4.0,3.0,10,Confirmada,Cartão de Débito,Sim
2303,12,2,20,2,2023-10-20,2023-10-26,6.0,1.0,7,Confirmada,Cartão de Crédito,Sim
2304,4,3,119,1,2024-12-19,2024-12-23,4.0,1.0,8,Confirmada,Cartão de Débito,Sim
2305,4,3,242,1,2023-03-21,2023-03-23,2.0,3.0,9,Confirmada,Cartão de Crédito,Sim
2306,8,5,8,0,2023-04-05,2023-04-08,3.0,3.0,10,Confirmada,Transferência,Sim
2307,2,2,180,2,2023-05-12,2023-05-19,7.0,1.0,8,Confirmada,Dinheiro,Sim
2308,4,3,193,1,2023-12-14,2023-12-18,4.0,2.0,8,Concluída,Dinheiro,Sim
2309,9,2,22,3,2023-08-27,2023-08-31,4.0,1.0,7,Cancelada,Cartão de Débito,Sim
2310,9,3,153,2,2024-01-07,2024-01-10,3.0,2.0,9,Confirmada,Cartão de Débito,Sim
2311,5,3,49,2,2023-05-15,2023-05-18,3.0,3.0,4,Confirmada,Cartão de Débito,Sim
2312,8,2,138,4,2024-08-25,2024-08-29,4.0,1.0,6,Confirmada,Dinheiro,Sim
2313,10,5,274,3,2023-10-02,2023-10-04,2.0,4.0,99,Confirmada,Transferência,Não
2314,6,2,294,4,2024-07-02,2024-07-07,5.0,2.0,9,Cancelada,Transferência,Sim
2315,8,5,208,2,2023-09-15,2023-09-18,3.0,3.0,8,Cancelada,PIX,Sim
2316,9,3,52,4,2024-09-11,2024-09-17,6.0,3.0,10,Confirmada,PIX,Sim
2317,9,2,213,1,2023-09-12,2023-09-14,2.0,2.0,6,Confirmada,Transferência,Sim
2318,3,1,87,1,2023-07-15,2023-07-17,2.0,1.0,1,Confirmada,Dinheiro,Sim
2319,9,3,86,4,2023-10-09,2023-10-12,3.0,1.0,10,Confirmada,Transferência,Sim
2320,12,2,27,1,2024-09-04,2024-09-07,3.0,1.0,10,Confirmada,Cartão de Débito,Sim
2321,9,1,116,1,2023-04-25,2023-04-29,4.0,1.0,6,Confirmada,Cartão de Débito,Sim
2322,10,1,12,1,2024-11-27,2024-12-04,7.0,2.0,6,Cancelada,PIX,Sim
2323,8,2,176,4,2024-04-28,2024-05-05,7.0,2.0,6,Confirmada,Cartão de Débito,Sim
2324,5,2,226,3,2024-06-15,2024-06-17,2.0,2.0,2,Confirmada,Transferência,Sim
2325,5,2,219,2,2024-06-15,2024-06-17,2.0,2.0,3,Confirmada,Dinheiro,Sim
2326,10,1,217,1,2024-03-22,2024-03-29,7.0,2.0,99,Confirmada,PIX,Não
2327,7,3,54,1,2024-01-05,2024-01-09,4.0,3.0,7,Confirmada,Transferência,Sim
2328,6,4,185,1,2024-08-09,2024-08-14,5.0,3.0,7,Cancelada,PIX,Sim
2329,10,5,71,4,2023-05-28,2023-06-01,4.0,2.0,7,Cancelada,Dinheiro,Sim
2330,11,2,258,1,2023-01-15,2023-01-20,5.0,2.0,9,Confirmada,PIX,Sim
2331,10,5,5,1,2023-01-07,2023-01-09,2.0,1.0,6,Confirmada,Dinheiro,Sim
2332,8,2,277,3,2024-10-17,2024-10-20,3.0,1.0,8,Confirmada,Transferência,Sim
2333,7,1,146,2,2024-03-19,2024-03-23,4.0,1.0,10,Confirmada,Cartão de Débito,Sim
2334,4,2,76,1,2023-07-31,2023-08-07,7.0,1.0,9,Confirmada,PIX,Sim
2335,10,1,17,2,2024-08-29,2024-09-04,6.0,2.0,7,Cancelada,Transferência,Sim
2336,5,1,250,3,2023-10-15,2023-10-17,2.0,2.0,2,Confirmada,Transferência,Sim
2337,10,3,204,4,2023-07-17,2023-07-24,7.0,2.0,8,Confirmada,PIX,Sim
2338,11,1,170,4,2023-09-19,2023-09-25,6.0,2.0,8,Confirmada,Cartão de Débito,Sim
2339,1,1,33,1,2023-05-24,2023-05-28,4.0,1.0,9,Concluída,Cartão de Débito,Sim
2340,7,3,115,3,2023-03-15,2023-03-22,7.0,2.0,8,Confirmada,Dinheiro,Sim
2341,4,3,24,2,2023-11-13,2023-11-15,2.0,1.0,6,Concluída,Dinheiro,Sim
2342,6,2,270,2,2024-02-18,2024-02-19,1.0,2.0,10,Confirmada,PIX,Sim
2343,9,4,109,2,2023-01-10,2023-01-13,3.0,3.0,8,Confirmada,PIX,Sim
2344,11,4,215,2,2023-08-28,2023-09-01,4.0,1.0,99,Confirmada,Cartão de Débito,Não
2345,7,3,48,2,2023-04-27,2023-05-04,7.0,3.0,6,Confirmada,PIX,Sim
2346,2,3,45,0,2023-06-19,2023-06-24,5.0,1.0,8,Cancelada,Dinheiro,Sim
2347,3,2,120,2,2023-05-22,2023-05-25,3.0,1.0,3,Confirmada,Dinheiro,Sim
2348,6,5,293,3,2023-08-22,2023-08-25,3.0,2.0,99,Confirmada,Dinheiro,Não
2349,3,1,133,1,2023-04-02,2023-04-03,1.0,2.0,1,Confirmada,PIX,Sim
2350,5,2,207,1,2023-10-15,2023-10-17,2.0,1.0,1,Confirmada,Cartão de Débito,Sim
2351,7,1,104,1,2023-07-04,2023-07-08,4.0,2.0,10,Confirmada,Transferência,Sim
2352,9,2,97,1,2023-12-02,2023-12-08,6.0,1.0,99,Confirmada,Dinheiro,Não
2353,6,3,299,1,2023-07-23,2023-07-27,4.0,3.0,7,Cancelada,PIX,Sim
2354,10,3,218,2,2023-11-15,2023-11-17,2.0,3.0,6,Confirmada,Transferência,Sim
2355,11,5,70,1,2024-04-05,2024-04-10,5.0,2.0,8,Cancelada,Cartão de Débito,Sim
2356,12,3,135,2,2024-05-12,2024-05-18,6.0,2.0,6,Confirmada,Transferência,Sim
2357,6,4,182,1,2023-03-12,2023-03-15,3.0,2.0,7,Confirmada,Cartão de Débito,Sim
2358,10,4,107,2,2024-10-11,2024-10-18,7.0,3.0,6,Confirmada,Dinheiro,Sim
2359,4,2,275,3,2023-03-18,2023-03-23,5.0,1.0,6,Concluída,Cartão de Débito,Sim
2360,5,1,260,2,2024-01-01,2024-01-03,2.0,1.0,3,Cancelada,PIX,Sim
2361,11,2,222,2,2024-01-03,2024-01-07,4.0,1.0,6,Confirmada,PIX,Sim
2362,2,3,239,0,2024-05-23,2024-05-28,5.0,1.0,7,Cancelada,Cartão de Crédito,Sim
2363,3,2,6,4,2023-07-15,2023-07-17,2.0,2.0,1,Confirmada,Cartão de Crédito,Sim
2364,12,4,66,1,2023-11-11,2023-11-15,4.0,1.0,10,Confirmada,PIX,Sim
2365,3,2,182,4,2024-01-15,2024-01-17,2.0,1.0,2,Confirmada,Dinheiro,Sim
2366,11,4,276,4,2023-11-29,2023-12-05,6.0,1.0,10,Confirmada,Dinheiro,Sim
2367,3,1,71,3,2023-10-21,2023-10-24,3.0,2.0,2,Confirmada,Cartão de Débito,Sim
2368,5,2,199,4,2023-10-15,2023-10-17,2.0,2.0,3,Confirmada,Cartão de Crédito,Sim
2369,3,2,263,1,2023-05-10,2023-05-13,3.0,2.0,2,No-show,Dinheiro,Sim
2370,10,5,230,2,2023-02-04,2023-02-10,6.0,2.0,6,Confirmada,Cartão de Crédito,Sim
2371,3,1,68,2,2023-05-06,2023-05-09,3.0,2.0,3,No-show,Transferência,Sim
2372,9,4,215,3,2023-03-22,2023-03-26,4.0,2.0,8,Cancelada,Cartão de Débito,Sim
2373,7,2,296,1,2023-01-17,2023-01-22,5.0,2.0,7,Confirmada,Transferência,Sim
2374,9,4,41,4,2024-05-29,2024-06-01,3.0,1.0,10,Confirmada,Transferência,Sim
2375,12,3,5,1,2023-04-24,2023-04-27,3.0,2.0,8,Confirmada,Cartão de Crédito,Sim
2376,7,3,33,2,2024-04-03,2024-04-07,4.0,3.0,10,Confirmada,Transferência,Sim
2377,9,4,79,1,2024-02-12,2024-02-17,5.0,4.0,6,Confirmada,PIX,Sim
2378,1,1,199,1,2024-06-27,2024-07-03,6.0,2.0,7,Confirmada,Cartão de Crédito,Sim
2379,12,3,289,2,2023-11-30,2023-12-01,1.0,3.0,6,Confirmada,PIX,Sim
2380,7,1,226,1,2023-02-03,2023-02-06,3.0,2.0,10,Confirmada,Cartão de Débito,Sim
2381,4,1,223,1,2024-11-26,2024-12-03,7.0,2.0,7,Concluída,PIX,Sim
2382,3,3,36,2,2024-03-15,2024-03-17,2.0,3.0,3,Concluída,Transferência,Sim
2383,3,2,286,4,2023-07-15,2023-07-17,2.0,2.0,3,Confirmada,Dinheiro,Sim
2384,5,2,64,2,2024-10-01,2024-10-03,2.0,2.0,4,Concluída,Dinheiro,Sim
2385,3,2,275,3,2024-01-15,2024-01-17,2.0,2.0,1,Confirmada,Cartão de Crédito,Sim
2386,5,1,258,2,2024-11-08,2024-11-11,3.0,2.0,3,Cancelada,Transferência,Sim
2387,7,1,285,4,2023-03-28,2023-04-04,7.0,2.0,99,Confirmada,Transferência,Não
2388,6,1,271,2,2023-10-26,2023-10-31,5.0,1.0,9,Confirmada,Transferência,Sim
2389,2,3,95,0,2024-12-16,2024-12-19,3.0,3.0,10,Cancelada,Cartão de Crédito,Sim
2390,5,1,241,4,2023-10-15,2023-10-17,2.0,2.0,1,Confirmada,Cartão de Crédito,Sim
2391,7,4,43,2,2024-02-20,2024-02-24,4.0,2.0,10,Confirmada,Cartão de Crédito,Sim
2392,8,1,81,3,2024-08-29,2024-09-02,4.0,1.0,6,Concluída,Dinheiro,Sim
2393,3,2,300,2,2023-09-15,2023-09-16,1.0,1.0,3,Concluída,Cartão de Crédito,Sim
2394,6,4,188,1,2024-03-26,2024-03-28,2.0,1.0,9,No-show,Transferência,Sim
2395,3,1,39,3,2024-01-15,2024-01-17,2.0,2.0,1,Confirmada,PIX,Sim
2396,7,4,189,1,2023-10-06,2023-10-11,5.0,1.0,7,Confirmada,Transferência,Sim
2397,12,3,5,2,2023-01-25,2023-02-01,7.0,1.0,6,Confirmada,Cartão de Débito,Sim
2398,2,1,145,4,2024-10-02,2024-10-09,7.0,2.0,8,Confirmada,Cartão de Débito,Sim
2399,1,3,9,0,2024-01-20,2024-01-27,7.0,2.0,9,Concluída,PIX,Sim
2400,10,2,188,0,2023-08-21,2023-08-22,1.0,1.0,6,Confirmada,Transferência,Sim
2401,5,1,251,2,2024-04-02,2024-04-04,2.0,2.0,3,Cancelada,Dinheiro,Sim
2402,9,2,168,1,2024-08-10,2024-08-14,4.0,2.0,7,Cancelada,Transferência,Sim
2403,7,1,258,1,2023-08-18,2023-08-19,1.0,2.0,9,Confirmada,Dinheiro,Sim
2404,7,1,215,2,2024-12-06,2024-12-09,3.0,1.0,9,Confirmada,Dinheiro,Sim
2405,10,2,34,1,2023-10-16,2023-10-23,7.0,1.0,7,Confirmada,Transferência,Sim
2406,11,2,274,1,2024-09-28,2024-10-04,6.0,1.0,9,Confirmada,Cartão de Débito,Sim
2407,3,1,104,1,2024-01-15,2024-01-17,2.0,2.0,3,Confirmada,Dinheiro,Sim
2408,1,4,286,3,2024-12-26,2024-12-31,5.0,2.0,9,Concluída,Cartão de Débito,Sim
2409,5,2,76,1,2024-07-31,2024-08-02,2.0,2.0,4,Cancelada,Cartão de Débito,Sim
2410,9,1,25,1,2023-04-14,2023-04-18,4.0,2.0,6,Confirmada,Transferência,Sim
2411,9,4,159,4,2024-10-17,2024-10-21,4.0,1.0,6,Confirmada,PIX,Sim
2412,12,2,135,2,2024-05-02,2024-05-05,3.0,2.0,10,No-show,PIX,Sim
2413,9,4,100,2,2023-12-16,2023-12-22,6.0,4.0,7,Confirmada,Cartão de Débito,Sim
2414,12,3,111,2,2024-12-20,2024-12-21,1.0,1.0,6,Confirmada,Cartão de Débito,Sim
2415,2,2,142,2,2024-09-11,2024-09-13,2.0,1.0,7,Confirmada,Dinheiro,Sim
2416,12,3,222,2,2023-08-09,2023-08-16,7.0,3.0,9,Confirmada,Dinheiro,Sim
2417,5,2,221,1,2023-10-15,2023-10-17,2.0,1.0,1,Confirmada,Cartão de Débito,Sim
2418,4,4,250,2,2023-07-22,2023-07-28,6.0,4.0,99,Cancelada,Cartão de Débito,Não
2419,8,2,4,2,2023-06-14,2023-06-20,6.0,1.0,99,Confirmada,PIX,Não
2420,3,1,297,1,2023-07-15,2023-07-17,2.0,2.0,3,Confirmada,Dinheiro,Sim
2421,12,3,107,2,2023-08-15,2023-08-16,1.0,1.0,7,Confirmada,Cartão de Crédito,Sim
2422,4,1,142,4,2024-08-17,2024-08-20,3.0,2.0,99,Concluída,Dinheiro,Não
2423,9,3,209,1,2024-04-28,2024-04-29,1.0,1.0,99,Cancelada,PIX,Não
2424,8,1,258,3,2023-09-10,2023-09-17,7.0,1.0,99,Confirmada,Transferência,Não
2425,11,4,31,1,2023-05-09,2023-05-10,1.0,1.0,8,Confirmada,Transferência,Sim
2426,4,2,6,2,2023-04-17,2023-04-18,1.0,2.0,99,Confirmada,Transferência,Não
2427,2,2,280,2,2023-06-20,2023-06-24,4.0,2.0,9,Confirmada,Transferência,Sim
2428,11,4,104,1,2024-12-11,2024-12-15,4.0,2.0,7,Confirmada,Cartão de Débito,Sim
2429,6,2,278,3,2024-11-23,2024-11-27,4.0,1.0,7,Cancelada,PIX,Sim
2430,12,3,240,2,2023-10-08,2023-10-09,1.0,1.0,8,Confirmada,Cartão de Débito,Sim
2431,7,1,227,3,2023-05-20,2023-05-27,7.0,1.0,99,Cancelada,Cartão de Débito,Não
2432,3,2,173,2,2023-01-08,2023-01-11,3.0,1.0,3,Concluída,Dinheiro,Sim
2433,5,1,204,2,2024-06-30,2024-07-01,1.0,1.0,2,No-show,Cartão de Crédito,Sim
